번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
528,253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,051,490","14,025,745,000","500",원(KRW)
529,013810,스페코,032902,특수 목적용 기계 제조업,"14,655,470","7,327,735,000","500",원(KRW)
530,039670,스포츠서울,105801,"서적, 잡지 및 기타 인쇄물 출판업","41,071,239","20,535,619,500","500",원(KRW)
531,049830,승일,032509,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000","500",원(KRW)
532,020710,시공테크,137302,전문디자인업,"20,047,970","10,023,985,000","500",원(KRW)
533,033170,시그네틱스,032601,반도체 제조업,"85,728,319","42,864,159,500","500",원(KRW)
534,048870,시너지이노베이션,032701,의료용 기기 제조업,"57,426,004","28,713,002,000","500",원(KRW)
535,025320,시노펙스,032602,전자부품 제조업,"70,146,898","35,506,505,500","500",원(KRW)
536,269620,시스웍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,000,000","1,800,000,000","100",원(KRW)
537,131090,시큐브,105802,소프트웨어 개발 및 공급업,"36,000,000","3,600,000,000","100",원(KRW)
538,001000,신라섬유,126801,부동산 임대 및 공급업,"24,277,540","2,427,754,000","100",원(KRW)
539,025870,신라에스지,074603,음·식료품 및 담배 도매업,"4,000,000","2,000,000,000","500",원(KRW)
540,215600,신라젠,137001,자연과학 및 공학 연구개발업,"70,185,125","35,092,562,500","500",원(KRW)
541,065350,신성델타테크,032805,가정용 기기 제조업,"22,088,547","11,044,273,500","500",원(KRW)
542,056000,신스타임즈,105802,소프트웨어 개발 및 공급업,"14,016,600","7,008,300,000","500",원(KRW)
543,002800,신신제약,032102,의약품 제조업,"15,170,500","7,585,250,000","500",원(KRW)
544,307180,신영스팩4호,116601,금융 지원 서비스업,"4,355,000","435,500,000","100",원(KRW)
545,017000,신원종합개발,064101,건물 건설업,"10,068,027","52,989,616,000","5,000",원(KRW)
546,012790,신일제약,032102,의약품 제조업,"7,900,000","3,950,000,000","500",원(KRW)
547,138070,신진에스엠,032509,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500","500",원(KRW)
548,257730,신한제3호스팩,116601,금융 지원 서비스업,"3,505,000","350,500,000","100",원(KRW)
549,277480,신한제4호스팩,116601,금융 지원 서비스업,"6,010,000","601,000,000","100",원(KRW)
550,056700,신화인터텍,032202,플라스틱제품 제조업,"29,135,091","14,567,545,500","500",원(KRW)
551,187270,신화콘텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,143,845","5,071,922,500","500",원(KRW)
552,243840,신흥에스이씨,032802,일차전지 및 축전지 제조업,"6,551,683","16,379,207,500","2,500",원(KRW)
553,108320,실리콘웍스,032601,반도체 제조업,"16,264,300","8,132,150,000","500",원(KRW)
554,222800,심텍,032602,전자부품 제조업,"22,752,959","11,376,479,500","500",원(KRW)
555,036710,심텍홀딩스,116409,기타 금융업,"34,895,833","17,447,916,500","500",원(KRW)
556,160980,싸이맥스,032902,특수 목적용 기계 제조업,"10,576,294","5,288,147,000","500",원(KRW)
557,217330,싸이토젠,137001,자연과학 및 공학 연구개발업,"5,633,864","2,816,932,000","500",원(KRW)
558,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","40,464,034","40,464,034,000","1,000",원(KRW)
559,122800,썬텍,032403,금속 주조업,"35,153,085","3,515,308,500","100",원(KRW)
560,208640,썸에이지,105802,소프트웨어 개발 및 공급업,"76,280,187","7,628,018,700","100",원(KRW)
561,222420,쎄노텍,032309,기타 비금속 광물제품 제조업,"39,783,460","3,978,346,000","100",원(KRW)
562,037760,쎄니트,032401,1차 철강 제조업,"33,832,921","16,916,460,500","500",원(KRW)
563,136510,쎄미시스코,032902,특수 목적용 기계 제조업,"5,400,000","2,700,000,000","500",원(KRW)
564,099320,쎄트렉아이,033103,"항공기,우주선 및 부품 제조업","3,659,990","1,829,995,000","500",원(KRW)
565,049960,쎌바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000","500",원(KRW)
566,050890,쏠리드,032604,통신 및 방송 장비 제조업,"38,397,659","19,198,829,500","500",원(KRW)
567,066790,씨씨에스,106002,텔레비전 방송업,"85,564,335","42,782,167,500","500",원(KRW)
568,222080,씨아이에스,032902,특수 목적용 기계 제조업,"53,624,705","5,362,470,500","100",원(KRW)
569,264660,씨앤지하이테크,032902,특수 목적용 기계 제조업,"8,405,480","4,202,740,000","500",원(KRW)
570,115530,씨엔플러스,032602,전자부품 제조업,"42,681,681","4,268,168,100","100",원(KRW)
571,225330,씨엠에스에듀,168505,일반 교습 학원,"18,952,768","9,476,384,000","500",원(KRW)
572,115480,씨유메디칼,032701,의료용 기기 제조업,"15,890,979","7,945,489,500","500",원(KRW)
573,096530,씨젠,032103,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000","500",원(KRW)
574,900120,씨케이에이치,116409,기타 금융업,"110,404,457","5,520,223","0.05",미국달러(USD)
575,101240,씨큐브,032001,기초 화학물질 제조업,"8,050,441","4,025,220,500","500",원(KRW)
576,047920,씨트리,137001,자연과학 및 공학 연구개발업,"13,848,373","6,924,186,500","500",원(KRW)
577,060590,씨티씨바이오,074604,생활용품 도매업,"19,310,522","9,655,261,000","500",원(KRW)
578,036170,씨티젠,032601,반도체 제조업,"29,471,648","29,471,648,000","1,000",원(KRW)
579,260930,씨티케이코스메틱스,032004,기타 화학제품 제조업,"10,122,151","5,061,075,500","500",원(KRW)
580,013990,아가방컴퍼니,074604,생활용품 도매업,"32,887,536","16,443,768,000","500",원(KRW)
581,123860,아나패스,032601,반도체 제조업,"10,127,700","5,063,850,000","500",원(KRW)
582,025980,아난티,189101,스포츠 서비스업,"82,320,915","8,232,091,500","100",원(KRW)
583,058220,아리온,032604,통신 및 방송 장비 제조업,"90,573,059","18,114,611,800","200",원(KRW)
584,052710,아모텍,032602,전자부품 제조업,"9,743,406","4,871,703,000","500",원(KRW)
585,074430,아미노로직스,074607,기타 전문 도매업,"87,826,844","8,782,684,400","100",원(KRW)
586,092040,아미코젠,031007,기타 식품 제조업,"19,191,510","9,595,755,000","500",원(KRW)
587,083930,아바코,032902,특수 목적용 기계 제조업,"15,996,505","7,998,252,500","500",원(KRW)
588,149950,아바텍,032602,전자부품 제조업,"15,607,500","8,153,750,000","500",원(KRW)
589,036010,아비코전자,032602,전자부품 제조업,"13,292,934","6,896,467,000","500",원(KRW)
590,050860,아세아텍,032902,특수 목적용 기계 제조업,"17,500,000","8,750,000,000","500",원(KRW)
591,246720,아스타,032103,의료용품 및 기타 의약 관련제품 제조업,"11,482,523","5,741,261,500","500",원(KRW)
592,067390,아스트,033103,"항공기,우주선 및 부품 제조업","15,715,097","8,109,548,500","500",원(KRW)
593,127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,244,030","12,622,015,000","500",원(KRW)
594,154030,아시아종묘,010101,작물 재배업,"9,215,539","4,607,769,500","500",원(KRW)
595,227610,아우딘퓨쳐스,032004,기타 화학제품 제조업,"10,000,000","5,000,000,000","500",원(KRW)
596,143160,아이디스,032604,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000","500",원(KRW)
597,054800,아이디스홀딩스,137106,기타 전문 서비스업,"10,347,756","5,173,878,000","500",원(KRW)
598,060570,아이리버,032605,영상 및 음향기기 제조업,"55,558,279","27,779,139,500","500",원(KRW)
599,099190,아이센스,032701,의료용 기기 제조업,"13,737,238","6,868,619,000","500",원(KRW)
600,214430,아이쓰리시스템,032602,전자부품 제조업,"7,106,760","3,580,660,000","500",원(KRW)
601,040910,아이씨디,032902,특수 목적용 기계 제조업,"16,749,497","8,374,748,500","500",원(KRW)
602,068940,아이씨케이,032602,전자부품 제조업,"31,179,722","6,235,944,400","200",원(KRW)
603,052860,아이앤씨,032601,반도체 제조업,"15,795,038","7,897,519,000","500",원(KRW)
604,069920,아이에스이커머스,074709,무점포 소매업,"25,514,093","12,757,046,500","500",원(KRW)
605,038880,아이에이,032602,전자부품 제조업,"41,288,060","20,644,030,000","500",원(KRW)
606,101390,아이엠,032602,전자부품 제조업,"37,572,009","18,786,004,500","500",원(KRW)
607,226350,아이엠텍,032602,전자부품 제조업,"21,250,218","10,625,109,000","500",원(KRW)
608,078860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","39,747,667","19,873,833,500","500",원(KRW)
609,114810,아이원스,032902,특수 목적용 기계 제조업,"13,415,919","6,707,959,500","500",원(KRW)
610,031310,아이즈비전,106102,전기 통신업,"15,772,574","7,886,287,000","500",원(KRW)
611,185490,아이진,137001,자연과학 및 공학 연구개발업,"10,994,592","5,497,296,000","500",원(KRW)
612,059100,아이컴포넌트,032602,전자부품 제조업,"7,070,860","3,535,430,000","500",원(KRW)
613,175250,아이큐어,032102,의약품 제조업,"6,123,518","3,061,759,000","500",원(KRW)
614,052460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,607,936","7,303,968,000","500",원(KRW)
615,119830,아이텍반도체,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,381,046","3,190,523,000","500",원(KRW)
616,124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,700,682","7,850,341,000","500",원(KRW)
617,027360,아주IB투자,116409,기타 금융업,"118,714,050","59,357,025,000","500",원(KRW)
618,032080,아즈텍WB,031304,"섬유제품 염색, 정리 및 마무리 가공업","20,916,684","10,458,342,000","500",원(KRW)
619,013310,아진산업,033003,자동차 신품 부품 제조업,"29,732,585","14,866,292,500","500",원(KRW)
620,059120,아진엑스텍,032601,반도체 제조업,"6,945,915","3,472,957,500","500",원(KRW)
621,023890,아트라스BX,032802,일차전지 및 축전지 제조업,"9,150,000","9,150,000,000","1,000",원(KRW)
622,067160,아프리카TV,105802,소프트웨어 개발 및 공급업,"11,494,767","5,747,383,500","500",원(KRW)
623,001540,안국약품,032102,의약품 제조업,"13,042,420","6,521,210,000","500",원(KRW)
624,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500","500",원(KRW)
625,065660,안트로젠,032101,기초 의약물질 및 생물학적 제제 제조업,"8,439,751","4,219,875,500","500",원(KRW)
626,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,595,575","4,797,787,500","500",원(KRW)
627,131370,알서포트,105802,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300","100",원(KRW)
628,140670,알에스오토메이션,032602,전자부품 제조업,"9,103,140","4,551,570,000","500",원(KRW)
629,096610,알에프세미,032601,반도체 제조업,"8,120,970","4,060,485,000","500",원(KRW)
630,061040,알에프텍,032604,통신 및 방송 장비 제조업,"19,287,500","9,643,750,000","500",원(KRW)
631,148250,알엔투테크놀로지,032602,전자부품 제조업,"6,328,942","3,164,471,000","500",원(KRW)
